Date,sampleSize
2016-08-01,2
2016-08-03,1
2016-08-08,4
2016-08-09,1
2016-08-18,1
2016-08-22,1
2016-08-23,1
2016-08-24,1
2016-08-25,4
2016-08-26,4
2016-08-30,2
2016-08-31,1
2016-09-01,1
2016-10-14,1
2016-10-25,2
2016-10-26,3
2016-10-27,2
2016-10-28,2
2016-10-31,1
2016-11-03,1
2016-11-15,2
2016-11-16,1
2016-11-18,1
2016-12-05,2
2016-12-06,3
2016-12-07,2
2016-12-08,2
2016-12-12,5
2016-12-13,5
2016-12-14,3
2016-12-15,2
2016-12-19,6
2016-12-20,2
2016-12-21,9
2016-12-22,4
2016-12-23,4
2017-01-03,1
2017-01-04,3
2017-01-06,3
2017-01-10,2
2017-01-11,6
2017-01-12,4
2017-01-13,2
2017-01-16,2
2017-01-17,1
2017-01-18,3
2017-01-19,4
2017-01-20,1
2017-01-21,2
2017-01-22,2
2017-01-23,4
2017-01-24,2
2017-01-30,1
2017-02-01,3
2017-02-02,5
2017-02-03,2
2017-02-06,1
2017-02-07,1
2017-02-08,1
2017-02-09,2
2017-02-15,1
2017-03-02,1
2017-03-07,3
2017-03-23,1
2017-03-24,1
2017-03-28,1
2017-03-30,1
2017-04-03,1
2017-04-04,1
2017-04-05,1
2017-04-20,2
2017-04-27,1
2017-05-02,1
2017-05-03,1
2017-05-04,1
2017-05-05,1
2017-05-08,2
2017-05-10,1
2017-05-12,2
2017-05-15,1
2017-05-17,1
2017-05-18,4
2017-05-25,2
2017-05-26,1
2017-05-31,1
2017-06-01,2
2017-06-05,6
2017-06-06,5
2017-06-07,2
2017-06-08,7
2017-06-09,2
2017-06-13,1
2017-06-14,3
2017-06-15,4
2017-06-19,2
2017-06-21,1
2017-06-22,1
2017-06-23,3
2017-06-26,1
2017-06-27,1
2017-06-28,3
2017-06-29,1
2017-07-03,3
2017-07-04,2
2017-07-05,2
2017-07-06,2
2017-07-07,1
2017-07-11,1
2017-07-12,5
2017-07-14,1
2017-07-19,2
2017-07-21,1
2017-07-24,1
2017-07-25,1
2017-07-26,1
2017-07-27,4
2017-07-28,1
2017-07-31,1
2017-08-01,1
2017-08-02,1
2017-08-03,1
2017-08-04,3
2017-08-07,1
2017-08-08,1
2017-08-09,2
2017-08-10,2
2017-08-11,1
2017-08-14,1
2017-08-21,1
2017-08-28,2
2017-09-06,1
2017-09-11,1
2017-09-12,1
2017-09-18,2
2017-09-19,4
2017-09-20,1
2017-09-21,2
